	precision	recall	f1	accuracy	support
AMBIENCE	0.75	0.8889	0.8136	0.6857	35.0
FOOD	0.8222	0.8132	0.8177	0.6916	107.0
GENERAL-IMPRESSION	0.85	0.8293	0.8395	0.7234	47.0
PRICE	0.6923	0.6923	0.6923	0.5294	17.0
SERVICE	0.9138	0.8983	0.906	0.8281	64.0
Micro-AVG	0.8326	0.8398	0.8362	0.7185	270.0
Macro-AVG	0.8057	0.8244	0.8138		270
