	precision	recall	f1	accuracy	support
AMBIENCE	0.8947	0.5862	0.7083	0.5484	62.0
FOOD	0.9494	0.6944	0.8021	0.6696	224.0
GENERAL-IMPRESSION	0.7576	0.8333	0.7936	0.6579	114.0
PRICE	0.9048	0.6552	0.76	0.6129	31.0
SERVICE	0.9224	0.8106	0.8629	0.7589	141.0
Micro-AVG	0.8912	0.7333	0.8046	0.6731	572.0
Macro-AVG	0.8858	0.7159	0.7854		572
