	precision	recall	f1	accuracy	support
POSITIVE	0.8759	0.7971	0.8346	0.7162	680.0
NEUTRAL	0.7576	0.5682	0.6494	0.4808	52.0
NEGATIVE	0.7647	0.8284	0.7953	0.6602	256.0
Micro-AVG	0.8407	0.7928	0.8161	0.6893	988.0
Macro-AVG	0.7994	0.7312	0.7598		988
