	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7297	0.6279	0.675	0.5094	53.0
DRINKS#PRICES	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#QUALITY	1.0	0.125	0.2222	0.125	8.0
DRINKS#STYLE_OPTIONS	0.8	0.6667	0.7273	0.5714	7.0
FOOD#PRICES	0.5	0.375	0.4286	0.2727	22.0
FOOD#QUALITY	0.7848	0.8267	0.8052	0.6739	184.0
FOOD#STYLE_OPTIONS	0.3846	0.2273	0.2857	0.1667	30.0
LOCATION#GENERAL	0.0385	0.6	0.0723	0.0375	80.0
RESTAURANT#GENERAL	0.5056	0.6429	0.566	0.3947	114.0
RESTAURANT#MISCELLANEOUS	0.0143	0.0588	0.023	0.0116	86.0
RESTAURANT#PRICES	0.6364	0.5	0.56	0.3889	18.0
SERVICE#GENERAL	0.5182	0.76	0.6162	0.4453	128.0
Micro-AVG	0.4787	0.655	0.5531	0.3823	735.0
Macro-AVG	0.5204	0.4786	0.4429		735
