	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7568	0.6512	0.7	0.5385	52.0
DRINKS#PRICES	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#QUALITY	1.0	0.125	0.2222	0.125	8.0
DRINKS#STYLE_OPTIONS	0.8	0.6667	0.7273	0.5714	7.0
FOOD#PRICES	0.5833	0.4375	0.5	0.3333	21.0
FOOD#QUALITY	0.8228	0.8667	0.8442	0.7303	178.0
FOOD#STYLE_OPTIONS	0.3846	0.2273	0.2857	0.1667	30.0
LOCATION#GENERAL	0.0641	1.0	0.1205	0.0641	78.0
RESTAURANT#GENERAL	0.5056	0.6429	0.566	0.3947	114.0
RESTAURANT#MISCELLANEOUS	0.0143	0.0588	0.023	0.0116	86.0
RESTAURANT#PRICES	0.6364	0.5	0.56	0.3889	18.0
SERVICE#GENERAL	0.5455	0.8	0.6486	0.48	125.0
Micro-AVG	0.5009	0.6853	0.5787	0.4072	722.0
Macro-AVG	1.6117	1.5774	1.3827		722
