	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.9474	0.6923	0.8	0.6667	27.0
DRINKS#PRICES	0.5	0.5	0.5	0.3333	3.0
DRINKS#QUALITY	0.75	0.6	0.6667	0.5	6.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	4.0
FOOD#PRICES	0.5714	0.8	0.6667	0.5	16.0
FOOD#QUALITY	0.4286	0.8929	0.5792	0.4076	184.0
FOOD#STYLE_OPTIONS	0.6	0.4615	0.5217	0.3529	17.0
LOCATION#GENERAL	0.6667	0.6667	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.75	0.7317	0.7407	0.5882	51.0
RESTAURANT#MISCELLANEOUS	0.5	0.3	0.375	0.2308	13.0
RESTAURANT#PRICES	1.0	0.5556	0.7143	0.5556	9.0
SERVICE#GENERAL	0.9474	0.8182	0.878	0.7826	46.0
Micro-AVG	0.5969	0.761	0.669	0.5026	380.0
Macro-AVG	0.7218	0.6682	0.6757		380
