	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6486	0.5581	0.6	0.4286	56.0
DRINKS#PRICES	0.75	1.0	0.8571	0.75	4.0
DRINKS#QUALITY	1.0	0.75	0.8571	0.75	8.0
DRINKS#STYLE_OPTIONS	0.8333	0.8333	0.8333	0.7143	7.0
FOOD#PRICES	0.5833	0.4375	0.5	0.3333	21.0
FOOD#QUALITY	0.8413	0.7067	0.7681	0.6235	170.0
FOOD#STYLE_OPTIONS	0.4286	0.2727	0.3333	0.2	30.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.7966	0.6714	0.7287	0.5732	82.0
RESTAURANT#MISCELLANEOUS	0.3636	0.2353	0.2857	0.1667	24.0
RESTAURANT#PRICES	0.5	0.3571	0.4167	0.2632	19.0
SERVICE#GENERAL	0.8169	0.7733	0.7945	0.6591	88.0
Micro-AVG	0.7604	0.6364	0.6929	0.5301	515.0
Macro-AVG	0.6857	0.5829	0.6229		515
