	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8108	0.6977	0.75	0.6	50.0
DRINKS#PRICES	0.75	1.0	0.8571	0.75	4.0
DRINKS#QUALITY	1.0	0.75	0.8571	0.75	8.0
DRINKS#STYLE_OPTIONS	0.8333	0.8333	0.8333	0.7143	7.0
FOOD#PRICES	0.9167	0.6875	0.7857	0.6471	17.0
FOOD#QUALITY	0.9286	0.78	0.8478	0.7358	159.0
FOOD#STYLE_OPTIONS	0.7143	0.4545	0.5556	0.3846	26.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8983	0.7571	0.8217	0.6974	76.0
RESTAURANT#MISCELLANEOUS	0.4545	0.2941	0.3571	0.2174	23.0
RESTAURANT#PRICES	0.9	0.6429	0.75	0.6	15.0
SERVICE#GENERAL	0.8732	0.8267	0.8493	0.7381	84.0
Micro-AVG	0.8747	0.7319	0.797	0.6624	474.0
Macro-AVG	0.84	0.6936	0.7512		474
