	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1203	0.3721	0.1818	0.1	160.0
DRINKS#PRICES	0.0625	0.3333	0.1053	0.0556	18.0
DRINKS#QUALITY	0.3333	0.375	0.3529	0.2143	14.0
DRINKS#STYLE_OPTIONS	0.1818	0.3333	0.2353	0.1333	15.0
FOOD#PRICES	0.0	0.0	0.0	0.0	34.0
FOOD#QUALITY	0.4518	0.5933	0.513	0.345	258.0
FOOD#STYLE_OPTIONS	0.0606	0.0909	0.0727	0.0377	53.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	35.0
RESTAURANT#GENERAL	0.2079	0.5286	0.2984	0.1754	211.0
RESTAURANT#MISCELLANEOUS	0.0278	0.0588	0.0377	0.0192	52.0
RESTAURANT#PRICES	0.1154	0.2143	0.15	0.0811	37.0
SERVICE#GENERAL	0.3883	0.5333	0.4494	0.2899	138.0
Micro-AVG	0.2456	0.4522	0.3183	0.1893	1025.0
Macro-AVG	0.1625	0.2861	0.1997		1025
