	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.1018	0.7727	0.1799	0.0988	172.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.7778	0.7778	0.7778	0.6364	44.0
FOOD:NEGATIVE	0.1964	0.7237	0.309	0.1827	301.0
FOOD:NEUTRAL	1.0	0.0769	0.1429	0.0769	13.0
FOOD:POSITIVE	0.2133	0.8879	0.3439	0.2077	496.0
PRICE:NEGATIVE	0.8667	0.4815	0.619	0.4483	29.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.6667	0.3333	0.4444	0.2857	7.0
GENERAL-IMPRESSION:NEGATIVE	0.5231	0.8718	0.6538	0.4857	70.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	2.0
GENERAL-IMPRESSION:POSITIVE	0.6567	0.898	0.7586	0.6111	72.0
SERVICE:NEGATIVE	0.377	0.807	0.514	0.3459	133.0
SERVICE:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
SERVICE:POSITIVE	0.8871	0.7639	0.8209	0.6962	79.0
Micro-AVG	0.3065	0.7688	0.4382	0.2806	1422.0
Macro-AVG	0.4844	0.5263	0.4154		1422
