	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.614	0.814	0.7	0.5385	65.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	0.5556	0.625	0.5882	0.4167	12.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	0.6111	0.6875	0.6471	0.4783	23.0
FOOD#QUALITY	0.8252	0.7867	0.8055	0.6743	175.0
FOOD#STYLE_OPTIONS	0.3929	0.5	0.44	0.2821	39.0
LOCATION#GENERAL	0.2	0.4	0.2667	0.1538	13.0
RESTAURANT#GENERAL	0.5682	0.7143	0.6329	0.463	108.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.8889	0.5714	0.6957	0.5333	15.0
SERVICE#GENERAL	0.8052	0.8267	0.8158	0.6889	90.0
Micro-AVG	0.6921	0.7179	0.7048	0.5442	566.0
Macro-AVG	0.6218	0.6188	0.6049		566
