	precision	recall	f1	accuracy	support
POSITIVE	0.7902	0.8169	0.8033	0.6713	359.0
NEUTRAL	0.8235	0.6364	0.718	0.56	25.0
NEGATIVE	0.7361	0.7644	0.75	0.6	265.0
Micro-AVG	0.8587	0.88	0.8692	0.7687	601.0
Macro-AVG	0.7833	0.7392	0.7571		601
