	precision	recall	f1	accuracy	support
POSITIVE	0.6825	0.6935	0.688	0.5244	82.0
NEUTRAL	0.6667	0.8	0.7273	0.5714	7.0
NEGATIVE	0.5686	0.58	0.5743	0.4028	72.0
Micro-AVG	0.6333	0.6496	0.6414	0.472	161.0
Macro-AVG	0.6393	0.6912	0.6632		161
