	precision	recall	f1	accuracy	support
AMBIENCE	0.4483	0.9286	0.6047	0.4333	120.0
FOOD	0.6361	0.9444	0.7602	0.6131	305.0
GENERAL-IMPRESSION	0.6514	0.7978	0.7172	0.5591	127.0
PRICE	0.7059	0.8571	0.7742	0.6316	38.0
SERVICE	0.8416	0.6967	0.7623	0.6159	138.0
Micro-AVG	0.6407	0.8499	0.7306	0.5755	728.0
Macro-AVG	1.97	2.5348	2.1712		728
