	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.303	0.75	0.4317	0.2752	109.0
DRINKS#PRICES	1.0	0.8	0.8889	0.8	5.0
DRINKS#QUALITY	0.7273	1.0	0.8421	0.7273	11.0
DRINKS#STYLE_OPTIONS	0.5	0.2	0.2857	0.1667	6.0
FOOD#PRICES	0.7273	0.5714	0.64	0.4706	17.0
FOOD#QUALITY	0.1963	0.8873	0.3214	0.1915	658.0
FOOD#STYLE_OPTIONS	0.6667	0.0909	0.16	0.087	23.0
LOCATION#GENERAL	0.5	0.2	0.2857	0.1667	6.0
RESTAURANT#GENERAL	0.4014	0.8028	0.5352	0.3654	156.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	36.0
RESTAURANT#PRICES	0.2333	0.5385	0.3256	0.1944	36.0
SERVICE#GENERAL	0.94	0.6267	0.752	0.6026	78.0
Micro-AVG	0.2864	0.6995	0.4064	0.255	1141.0
Macro-AVG	0.5163	0.539	0.4557		1141
