	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8478	0.907	0.8764	0.78	50.0
DRINKS#PRICES	0.4	0.6667	0.5	0.3333	6.0
DRINKS#QUALITY	1.0	0.625	0.7692	0.625	8.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	0.9231	0.75	0.8276	0.7059	17.0
FOOD#QUALITY	0.9699	0.86	0.9116	0.8377	154.0
FOOD#STYLE_OPTIONS	0.7895	0.6818	0.7317	0.5769	26.0
LOCATION#GENERAL	0.8	0.8	0.8	0.6667	6.0
RESTAURANT#GENERAL	0.8108	0.8571	0.8333	0.7143	84.0
RESTAURANT#MISCELLANEOUS	0.6429	0.5294	0.5807	0.4091	22.0
RESTAURANT#PRICES	0.8	0.5714	0.6666	0.5	16.0
SERVICE#GENERAL	0.9394	0.8267	0.8795	0.7848	79.0
Micro-AVG	0.8841	0.8182	0.8499	0.7389	475.0
Macro-AVG	0.815	0.7563	0.775		475
