	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8356	0.9242	0.8777	0.7821	78.0
DRINKS#PRICES	0.8	1.0	0.8889	0.8	5.0
DRINKS#QUALITY	0.9444	0.7727	0.85	0.7391	23.0
DRINKS#STYLE_OPTIONS	0.9091	0.8333	0.8696	0.7692	13.0
FOOD#PRICES	0.6562	0.913	0.7636	0.6176	34.0
FOOD#QUALITY	0.9034	0.9265	0.9148	0.843	344.0
FOOD#STYLE_OPTIONS	0.7797	0.8364	0.807	0.6765	68.0
LOCATION#GENERAL	0.6	0.9231	0.7273	0.5714	21.0
RESTAURANT#GENERAL	0.938	0.8521	0.893	0.8067	150.0
RESTAURANT#MISCELLANEOUS	0.359	0.4242	0.3889	0.2414	58.0
RESTAURANT#PRICES	0.7778	0.6667	0.7179	0.56	25.0
SERVICE#GENERAL	0.8671	0.9677	0.9146	0.8427	178.0
Micro-AVG	0.8463	0.8847	0.8651	0.7623	997.0
Macro-AVG	2.3426	2.51	2.4033		997
