	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.875	0.5	0.6364	0.4667	15.0
DRINKS#PRICES	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY	1.0	0.3333	0.5	0.3333	3.0
DRINKS#STYLE_OPTIONS	0.6667	0.6667	0.6667	0.5	4.0
FOOD#PRICES	0.75	0.6	0.6667	0.5	6.0
FOOD#QUALITY	0.8387	0.65	0.7324	0.5778	45.0
FOOD#STYLE_OPTIONS	0.3333	0.4286	0.375	0.2308	13.0
LOCATION#GENERAL	0.5	0.5	0.5	0.3333	3.0
RESTAURANT#GENERAL	0.7727	0.8095	0.7907	0.6538	26.0
RESTAURANT#MISCELLANEOUS	1.0	0.1667	0.2857	0.1667	6.0
RESTAURANT#PRICES	0.5	0.2	0.2857	0.1667	6.0
SERVICE#GENERAL	0.7391	0.7727	0.7556	0.6071	28.0
Micro-AVG	0.7477	0.6154	0.6751	0.5096	157.0
Macro-AVG	0.748	0.5106	0.5718		157
