	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.75	0.6585	0.7013	0.54	50.0
DRINKS#PRICES	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#QUALITY	0.6364	0.875	0.7368	0.5833	12.0
DRINKS#STYLE_OPTIONS	0.3333	0.25	0.2857	0.1667	6.0
FOOD#PRICES	1.0	0.0769	0.1429	0.0769	13.0
FOOD#QUALITY	0.8837	0.7808	0.8291	0.7081	161.0
FOOD#STYLE_OPTIONS	0.55	0.4783	0.5116	0.3438	32.0
LOCATION#GENERAL	0.6	0.75	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.6036	0.9571	0.7403	0.5877	114.0
RESTAURANT#MISCELLANEOUS	0.2273	0.3333	0.2703	0.1562	32.0
RESTAURANT#PRICES	0.4231	0.7857	0.55	0.3793	29.0
SERVICE#GENERAL	0.8923	0.7632	0.8227	0.6988	83.0
Micro-AVG	0.7083	0.7338	0.7208	0.5635	543.0
Macro-AVG	1.8082	1.7605	1.6477		543
