	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6389	0.561	0.5974	0.4259	54.0
DRINKS#PRICES	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#QUALITY	0.5455	0.75	0.6316	0.4615	13.0
DRINKS#STYLE_OPTIONS	0.3333	0.25	0.2857	0.1667	6.0
FOOD#PRICES	1.0	0.0769	0.1429	0.0769	13.0
FOOD#QUALITY	0.876	0.774	0.8218	0.6975	162.0
FOOD#STYLE_OPTIONS	0.55	0.4783	0.5116	0.3438	32.0
LOCATION#GENERAL	0.6	0.75	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.5856	0.9286	0.7182	0.5603	116.0
RESTAURANT#MISCELLANEOUS	0.0909	0.1333	0.1081	0.0571	35.0
RESTAURANT#PRICES	0.3846	0.7143	0.5	0.3333	30.0
SERVICE#GENERAL	0.8462	0.7237	0.7801	0.6395	86.0
Micro-AVG	0.6736	0.6978	0.6855	0.5215	558.0
Macro-AVG	0.5654	0.5394	0.5081		558
