	precision	recall	f1	accuracy	support
POSITIVE	0.8708	0.7973	0.8325	0.713	331.0
NEUTRAL	0.9375	0.6818	0.7895	0.6522	23.0
NEGATIVE	0.8173	0.8173	0.8173	0.6911	246.0
Micro-AVG	0.8505	0.8004	0.8247	0.7017	600.0
Macro-AVG	0.8752	0.7655	0.8131		600
