	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3784	0.5385	0.4444	0.2857	49.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	1.0	0.4	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	1.0	0.25	0.4	0.25	4.0
FOOD#PRICES	0.4286	0.3	0.3529	0.2143	14.0
FOOD#QUALITY	0.8393	0.5595	0.6714	0.5054	93.0
FOOD#STYLE_OPTIONS	0.2083	0.3846	0.2703	0.1562	32.0
LOCATION#GENERAL	0.1538	0.6667	0.25	0.1429	14.0
RESTAURANT#GENERAL	0.4872	0.9268	0.6387	0.4691	81.0
RESTAURANT#MISCELLANEOUS	0.2	0.1	0.1333	0.0714	14.0
RESTAURANT#PRICES	0.5833	0.7778	0.6667	0.5	14.0
SERVICE#GENERAL	0.7143	0.6818	0.6977	0.5357	56.0
Micro-AVG	0.5409	0.6056	0.5714	0.4	380.0
Macro-AVG	0.5411	0.5488	0.4803		380
