	precision	recall	f1	accuracy	support
AMBIENCE	0.5227	0.8519	0.6479	0.4792	48.0
FOOD	0.5714	0.967	0.7184	0.5605	157.0
GENERAL-IMPRESSION	0.3248	0.9268	0.481	0.3167	120.0
PRICE	0.5	0.8462	0.6286	0.4583	24.0
SERVICE	0.642	0.8814	0.7429	0.5909	88.0
Micro-AVG	0.5072	0.9177	0.6533	0.4851	437.0
Macro-AVG	1.5365	2.684	1.9313		437
