	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4091	0.6429	0.5	0.3333	27.0
DRINKS#PRICES	0.25	0.5	0.3333	0.2	5.0
DRINKS#QUALITY	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	3.0
FOOD#PRICES	0.125	0.2	0.1538	0.0833	12.0
FOOD#QUALITY	0.4902	0.625	0.5495	0.3788	66.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	11.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	6.0
RESTAURANT#GENERAL	0.2759	0.381	0.32	0.1905	42.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	7.0
RESTAURANT#PRICES	0.3333	0.2	0.25	0.1429	7.0
SERVICE#GENERAL	0.4783	0.5	0.4889	0.3235	34.0
Micro-AVG	0.375	0.4385	0.4043	0.2533	225.0
Macro-AVG	0.2246	0.2818	0.2441		225
