	precision	recall	f1	accuracy	support
AMBIENCE	0.9545	0.7119	0.8155	0.6885	61.0
FOOD	0.9695	0.7361	0.8368	0.7195	221.0
GENERAL-IMPRESSION	0.8791	0.8889	0.884	0.7921	101.0
PRICE	1.0	0.6552	0.7917	0.6552	29.0
SERVICE	0.9391	0.8182	0.8745	0.777	139.0
Micro-AVG	0.9423	0.7757	0.8509	0.7405	551.0
Macro-AVG	2.8453	2.2862	2.5215		551
