	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7778	0.8077	0.7925	0.6562	32.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	0.6	0.6	0.6	0.4286	7.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	0.8333	0.5	0.625	0.4545	11.0
FOOD#QUALITY	0.8588	0.869	0.8639	0.7604	96.0
FOOD#STYLE_OPTIONS	0.6364	0.5385	0.5833	0.4118	17.0
LOCATION#GENERAL	0.6667	0.6667	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.871	0.6585	0.75	0.6	45.0
RESTAURANT#MISCELLANEOUS	0.6667	0.4	0.5	0.3333	12.0
RESTAURANT#PRICES	0.6667	0.6667	0.6667	0.5	12.0
SERVICE#GENERAL	0.8605	0.8409	0.8506	0.74	50.0
Micro-AVG	0.8217	0.753	0.7859	0.6473	292.0
Macro-AVG	0.7865	0.6707	0.7138		292
