	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.9	0.6279	0.7397	0.587	46.0
DRINKS#PRICES	0.75	1.0	0.8571	0.75	4.0
DRINKS#QUALITY	0.6667	0.5	0.5714	0.4	10.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.5263	0.625	0.5714	0.4	25.0
FOOD#QUALITY	0.7786	0.7267	0.7517	0.6022	181.0
FOOD#STYLE_OPTIONS	0.5	0.3636	0.4211	0.2667	30.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.9318	0.5857	0.7193	0.5616	73.0
RESTAURANT#MISCELLANEOUS	1.0	0.2353	0.381	0.2353	17.0
RESTAURANT#PRICES	0.75	0.2143	0.3333	0.2	15.0
SERVICE#GENERAL	0.9833	0.7867	0.8741	0.7763	76.0
Micro-AVG	0.8234	0.641	0.7208	0.5635	488.0
Macro-AVG	2.4467	1.7246	1.9252		488
