	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6667	0.4651	0.5479	0.3774	53.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	4.0
DRINKS#QUALITY	1.0	0.5	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.2727	0.1875	0.2222	0.125	24.0
FOOD#QUALITY	0.7391	0.5667	0.6415	0.4722	180.0
FOOD#STYLE_OPTIONS	0.5	0.0455	0.0834	0.0435	23.0
LOCATION#GENERAL	0.5	0.4	0.4444	0.2857	7.0
RESTAURANT#GENERAL	0.3944	0.4	0.3972	0.2478	113.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.3333	0.1429	0.2	0.1111	18.0
SERVICE#GENERAL	0.6034	0.4667	0.5263	0.3571	98.0
Micro-AVG	0.6026	0.4312	0.5027	0.3358	551.0
Macro-AVG	0.5008	0.334	0.3866		551
