	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7105	0.6279	0.6667	0.5	54.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.75	0.375	0.5	0.3333	9.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	0.8	0.5	0.6154	0.4444	18.0
FOOD#QUALITY	0.8532	0.62	0.7181	0.5602	166.0
FOOD#STYLE_OPTIONS	0.8571	0.2727	0.4138	0.2609	23.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.7931	0.6571	0.7187	0.561	82.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.5	0.0714	0.125	0.0667	15.0
SERVICE#GENERAL	0.9649	0.7333	0.8333	0.7143	77.0
Micro-AVG	0.8419	0.5711	0.6806	0.5158	475.0
Macro-AVG	0.7691	0.4242	0.5274		475
