	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5185	1.0	0.6829	0.5185	27.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#STYLE_OPTIONS	0.4	0.6667	0.5	0.3333	6.0
FOOD#PRICES	1.0	0.6	0.75	0.6	5.0
FOOD#QUALITY	0.9667	0.725	0.8286	0.7073	41.0
FOOD#STYLE_OPTIONS	0.5	0.5714	0.5333	0.3636	11.0
LOCATION#GENERAL	1.0	0.5	0.6667	0.5	2.0
RESTAURANT#GENERAL	0.6538	0.8095	0.7234	0.5667	30.0
RESTAURANT#MISCELLANEOUS	0.5	0.1667	0.25	0.1429	7.0
RESTAURANT#PRICES	0.5	0.4	0.4444	0.2857	7.0
SERVICE#GENERAL	0.8148	1.0	0.898	0.8148	27.0
Micro-AVG	0.7174	0.7615	0.7388	0.5858	169.0
Macro-AVG	0.71	0.6755	0.662		169
