	precision	recall	f1	accuracy	support
POSITIVE	0.8201	0.8507	0.8352	0.717	318.0
NEUTRAL	0.3667	0.6111	0.4583	0.2973	37.0
NEGATIVE	0.7373	0.7729	0.7547	0.6061	264.0
Micro-AVG	0.76	0.8093	0.7839	0.6446	619.0
Macro-AVG	0.6414	0.7449	0.6827		619
