	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.75	0.75	0.75	0.6	20.0
AMBIENCE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
AMBIENCE:POSITIVE	0.8824	0.7143	0.7895	0.6522	46.0
FOOD:NEGATIVE	0.8806	0.7973	0.8369	0.7195	82.0
FOOD:NEUTRAL	0.6667	0.6667	0.6667	0.5	20.0
FOOD:POSITIVE	0.9091	0.7087	0.7965	0.6618	136.0
PRICE:NEGATIVE	0.9375	0.6818	0.7895	0.6522	23.0
PRICE:NEUTRAL	0.6667	1.0	0.8	0.6667	3.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.8462	0.8462	0.8462	0.7333	45.0
GENERAL-IMPRESSION:NEUTRAL	0.6	1.0	0.75	0.6	5.0
GENERAL-IMPRESSION:POSITIVE	0.7895	0.9375	0.8571	0.75	60.0
SERVICE:NEGATIVE	0.9574	0.7895	0.8654	0.7627	59.0
SERVICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
SERVICE:POSITIVE	1.0	0.8108	0.8955	0.8108	74.0
Micro-AVG	0.8801	0.7814	0.8278	0.7062	582.0
Macro-AVG	0.7924	0.8469	0.7984		582
