	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.963	0.6047	0.7429	0.5909	44.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.8	0.5	0.6154	0.4444	9.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	1.0	0.375	0.5455	0.375	16.0
FOOD#QUALITY	0.9115	0.6867	0.7833	0.6438	160.0
FOOD#STYLE_OPTIONS	0.8	0.1818	0.2963	0.1739	23.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.7931	0.6571	0.7188	0.561	82.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	1.0	0.4286	0.6	0.4286	14.0
SERVICE#GENERAL	0.859	0.8933	0.8758	0.7791	86.0
Micro-AVG	0.877	0.6317	0.7344	0.5803	467.0
Macro-AVG	2.4483	1.5652	1.8487		467
