	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2115	0.4231	0.2821	0.1642	67.0
DRINKS#PRICES	0.2222	1.0	0.3636	0.2222	9.0
DRINKS#QUALITY	0.5	0.4	0.4444	0.2857	7.0
DRINKS#STYLE_OPTIONS	0.1111	0.25	0.1538	0.0833	12.0
FOOD#PRICES	0.1111	0.2	0.1429	0.0769	26.0
FOOD#QUALITY	0.5714	0.7143	0.6349	0.4651	129.0
FOOD#STYLE_OPTIONS	0.1	0.1538	0.1212	0.0645	31.0
LOCATION#GENERAL	0.0351	0.6667	0.0667	0.0345	58.0
RESTAURANT#GENERAL	0.2105	0.878	0.3396	0.2045	176.0
RESTAURANT#MISCELLANEOUS	0.046	0.4	0.0825	0.043	93.0
RESTAURANT#PRICES	0.0851	0.4444	0.1429	0.0769	52.0
SERVICE#GENERAL	0.5075	0.7727	0.6126	0.4416	77.0
Micro-AVG	0.2477	0.6375	0.3567	0.2171	737.0
Macro-AVG	0.226	0.5253	0.2823		737
