	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4865	0.878	0.6261	0.4557	79.0
DRINKS#PRICES	0.25	0.3333	0.2857	0.1667	6.0
DRINKS#QUALITY	0.5455	0.75	0.6316	0.4615	13.0
DRINKS#STYLE_OPTIONS	1.0	0.25	0.4	0.25	4.0
FOOD#PRICES	0.5	0.3846	0.4348	0.2778	18.0
FOOD#QUALITY	0.8134	0.7365	0.773	0.6301	173.0
FOOD#STYLE_OPTIONS	0.2903	0.3913	0.3333	0.2	45.0
LOCATION#GENERAL	1.0	0.25	0.4	0.25	4.0
RESTAURANT#GENERAL	0.7639	0.7857	0.7746	0.6322	87.0
RESTAURANT#MISCELLANEOUS	1.0	0.0667	0.125	0.0667	15.0
RESTAURANT#PRICES	0.4615	0.4286	0.4444	0.2857	21.0
SERVICE#GENERAL	0.8413	0.6974	0.7626	0.6163	86.0
Micro-AVG	0.6819	0.6754	0.6787	0.5136	551.0
Macro-AVG	0.6627	0.496	0.4993		551
