	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1569	0.3721	0.2207	0.124	129.0
DRINKS#PRICES	0.0526	0.3333	0.0909	0.0476	21.0
DRINKS#QUALITY	0.25	0.375	0.3	0.1765	17.0
DRINKS#STYLE_OPTIONS	0.2308	0.5	0.3158	0.1875	16.0
FOOD#PRICES	0.0	0.0	0.0	0.0	36.0
FOOD#QUALITY	0.4346	0.5533	0.4868	0.3217	258.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	52.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	54.0
RESTAURANT#GENERAL	0.1368	0.3714	0.2	0.1111	234.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	60.0
RESTAURANT#PRICES	0.0357	0.0714	0.0476	0.0244	41.0
SERVICE#GENERAL	0.3036	0.4533	0.3636	0.2222	153.0
Micro-AVG	0.2064	0.3893	0.2698	0.1559	1071.0
Macro-AVG	0.1334	0.2525	0.1688		1071
