	precision	recall	f1	accuracy	support
POSITIVE	0.2768	0.4382	0.3393	0.2043	607.0
NEUTRAL	0.011	0.0588	0.0185	0.0093	107.0
NEGATIVE	0.1556	0.3256	0.2105	0.1176	357.0
Micro-AVG	0.3918	0.7389	0.5121	0.3442	921.0
Macro-AVG	0.1478	0.2742	0.1894		921
