	precision	recall	f1	accuracy	support
AMBIENCE	0.9216	0.7966	0.8546	0.746	63.0
FOOD	0.7975	0.8935	0.8428	0.7283	265.0
GENERAL-IMPRESSION	0.9195	0.8889	0.9039	0.8247	97.0
PRICE	0.92	0.7931	0.8518	0.7419	31.0
SERVICE	0.9213	0.8864	0.9035	0.8239	142.0
Micro-AVG	0.8647	0.8745	0.8696	0.7692	598.0
Macro-AVG	0.896	0.8517	0.8713		598
