	precision	recall	f1	accuracy	support
AMBIENCE	0.8679	0.7797	0.8214	0.697	66.0
FOOD	0.9532	0.7546	0.8424	0.7277	224.0
GENERAL-IMPRESSION	0.9494	0.8333	0.8876	0.7979	94.0
PRICE	0.9565	0.7586	0.8461	0.7333	30.0
SERVICE	0.973	0.8182	0.8889	0.8	135.0
Micro-AVG	0.9474	0.7871	0.8598	0.7541	549.0
Macro-AVG	0.94	0.7889	0.8573		549
