	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	1.0	0.4884	0.6562	0.4884	43.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.75	0.375	0.5	0.3333	9.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	1.0	0.25	0.4	0.25	16.0
FOOD#QUALITY	0.9216	0.6267	0.746	0.5949	158.0
FOOD#STYLE_OPTIONS	1.0	0.0455	0.087	0.0455	22.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.6421	0.8714	0.7394	0.5865	104.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	0.6	0.2143	0.3158	0.1875	16.0
SERVICE#GENERAL	0.902	0.6133	0.7302	0.575	80.0
Micro-AVG	0.8241	0.5571	0.6648	0.4979	480.0
Macro-AVG	2.4539	1.1795	1.4782		480
