	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.3714	0.7647	0.5	0.3333	39.0
AMBIENCE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
AMBIENCE:POSITIVE	0.4706	0.8696	0.6107	0.4396	91.0
FOOD:NEGATIVE	0.6458	0.8158	0.7209	0.5636	110.0
FOOD:NEUTRAL	0.6429	0.6923	0.6667	0.5	18.0
FOOD:POSITIVE	0.6779	0.8559	0.7566	0.6084	166.0
PRICE:NEGATIVE	0.5455	0.9	0.6792	0.5143	35.0
PRICE:NEUTRAL	0.5	0.5	0.5	0.3333	3.0
PRICE:POSITIVE	0.5	0.8	0.6154	0.4444	9.0
GENERAL-IMPRESSION:NEGATIVE	0.7143	0.7692	0.7407	0.5882	51.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.7907	0.7083	0.7473	0.5965	57.0
SERVICE:NEGATIVE	0.65	0.619	0.6341	0.4643	84.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	3.0
SERVICE:POSITIVE	0.8	0.8571	0.8276	0.7059	85.0
Micro-AVG	0.6378	0.7893	0.7055	0.545	756.0
Macro-AVG	0.5206	0.6768	0.5777		756
