	precision	recall	f1	accuracy	support
POSITIVE	0.5514	0.7612	0.6395	0.47	434.0
NEUTRAL	0.6667	0.1111	0.1905	0.1053	19.0
NEGATIVE	0.3876	0.6667	0.4902	0.3247	425.0
Micro-AVG	0.4719	0.6978	0.563	0.3918	878.0
Macro-AVG	0.5352	0.513	0.4401		878
