	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6	0.75	0.6667	0.5	24.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.4643	0.9286	0.6191	0.4483	87.0
FOOD:NEGATIVE	0.7614	0.9054	0.8272	0.7053	95.0
FOOD:NEUTRAL	0.8571	0.8	0.8276	0.7059	17.0
FOOD:POSITIVE	0.76	0.8976	0.8231	0.6994	163.0
PRICE:NEGATIVE	0.8571	0.8182	0.8372	0.72	25.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	2.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.8293	0.8718	0.85	0.7391	46.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.9348	0.8958	0.9149	0.8431	51.0
SERVICE:NEGATIVE	0.7869	0.8421	0.8136	0.6857	70.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	0.9315	0.9189	0.9252	0.8608	79.0
Micro-AVG	0.7656	0.8878	0.8222	0.6981	669.0
Macro-AVG	0.8522	0.9086	0.8736		669
