	precision	recall	f1	accuracy	support
AMBIENCE	0.5484	0.6296	0.5862	0.4146	41.0
FOOD	0.7975	0.6923	0.7412	0.5888	107.0
GENERAL-IMPRESSION	0.7941	0.6585	0.72	0.5625	48.0
PRICE	0.6429	0.6923	0.6667	0.5	18.0
SERVICE	0.7925	0.7119	0.75	0.6	70.0
Micro-AVG	0.7488	0.684	0.7149	0.5563	284.0
Macro-AVG	0.7151	0.6769	0.6928		284
