	precision	recall	f1	accuracy	support
POSITIVE	0.7031	0.5488	0.6164	0.4455	101.0
NEUTRAL	1.0	0.1111	0.2	0.1111	9.0
NEGATIVE	0.2785	0.5641	0.3729	0.2292	96.0
Micro-AVG	0.4722	0.5231	0.4964	0.3301	206.0
Macro-AVG	0.6605	0.408	0.3964		206
