	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8	0.9231	0.8571	0.75	32.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	0.625	1.0	0.7692	0.625	8.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	0.8	0.8	0.8	0.6667	12.0
FOOD#QUALITY	0.8602	0.9524	0.904	0.8247	97.0
FOOD#STYLE_OPTIONS	0.625	0.3846	0.4762	0.3125	16.0
LOCATION#GENERAL	1.0	0.6667	0.8	0.6667	3.0
RESTAURANT#GENERAL	0.9091	0.7317	0.8108	0.6818	44.0
RESTAURANT#MISCELLANEOUS	1.0	0.2	0.3333	0.2	10.0
RESTAURANT#PRICES	1.0	0.7778	0.875	0.7778	9.0
SERVICE#GENERAL	0.9535	0.9318	0.9425	0.8913	46.0
Micro-AVG	0.8667	0.8287	0.8473	0.735	283.0
Macro-AVG	2.6432	2.217	2.3087		283
