	precision	recall	f1	accuracy	support
AMBIENCE	0.75	0.75	0.75	0.6	15.0
FOOD	0.8444	0.8636	0.8539	0.7451	51.0
GENERAL-IMPRESSION	0.8889	0.7619	0.8205	0.6957	23.0
PRICE	0.5714	0.5	0.5333	0.3636	11.0
SERVICE	0.9655	0.875	0.918	0.8485	33.0
Micro-AVG	0.8559	0.812	0.8334	0.7143	133.0
Macro-AVG	0.804	0.7501	0.7751		133
