	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4286	0.8571	0.5714	0.4	30.0
DRINKS#PRICES	0.25	1.0	0.4	0.25	8.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	0.3636	0.8	0.5	0.3333	12.0
FOOD#QUALITY	0.7255	0.925	0.8132	0.6852	54.0
FOOD#STYLE_OPTIONS	0.125	0.1429	0.1333	0.0714	14.0
LOCATION#GENERAL	0.125	0.5	0.2	0.1111	9.0
RESTAURANT#GENERAL	0.425	0.8095	0.5574	0.3864	44.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	14.0
RESTAURANT#PRICES	0.4	0.4	0.4	0.25	8.0
SERVICE#GENERAL	0.5769	0.6818	0.625	0.4545	33.0
Micro-AVG	0.4745	0.7154	0.5706	0.3991	233.0
Macro-AVG	0.41	0.5652	0.425		233
