	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3214	0.6429	0.4286	0.2727	33.0
DRINKS#PRICES	0.25	1.0	0.4	0.25	8.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	0.0909	0.2	0.125	0.0667	15.0
FOOD#QUALITY	0.5294	0.675	0.5934	0.4219	64.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	15.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	10.0
RESTAURANT#GENERAL	0.2	0.381	0.2623	0.1509	53.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	14.0
RESTAURANT#PRICES	0.2	0.2	0.2	0.1111	9.0
SERVICE#GENERAL	0.4615	0.5455	0.5	0.3333	36.0
Micro-AVG	0.3163	0.4769	0.3804	0.2348	264.0
Macro-AVG	0.2961	0.3593	0.2841		264
