	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4286	0.8571	0.5714	0.4	30.0
DRINKS#PRICES	0.25	1.0	0.4	0.25	8.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	0.3636	0.8	0.5	0.3333	12.0
FOOD#QUALITY	0.7451	0.95	0.8352	0.717	53.0
FOOD#STYLE_OPTIONS	0.125	0.1429	0.1333	0.0714	14.0
LOCATION#GENERAL	0.25	1.0	0.4	0.25	8.0
RESTAURANT#GENERAL	0.425	0.8095	0.5574	0.3864	44.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	14.0
RESTAURANT#PRICES	0.4	0.4	0.4	0.25	8.0
SERVICE#GENERAL	0.6923	0.8182	0.75	0.6	30.0
Micro-AVG	0.5	0.7538	0.6012	0.4298	228.0
Macro-AVG	1.2949	1.8611	1.3618		228
