	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6364	0.2692	0.3784	0.2333	30.0
DRINKS#PRICES	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY	1.0	0.6	0.75	0.6	5.0
DRINKS#STYLE_OPTIONS	0.6667	0.5	0.5714	0.4	5.0
FOOD#PRICES	0.8	0.4	0.5333	0.3636	11.0
FOOD#QUALITY	0.7463	0.5952	0.6622	0.495	101.0
FOOD#STYLE_OPTIONS	0.5	0.1538	0.2352	0.1333	15.0
LOCATION#GENERAL	0.3333	0.3333	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.5854	0.5854	0.5854	0.4138	58.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES	0.0	0.0	0.0	0.0	9.0
SERVICE#GENERAL	0.7647	0.5909	0.6667	0.5	52.0
Micro-AVG	0.6977	0.4781	0.5674	0.396	303.0
Macro-AVG	0.5861	0.3773	0.4485		303
