	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8684	0.7674	0.8148	0.6875	48.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.8333	0.625	0.7143	0.5556	9.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.7273	0.5	0.5926	0.4211	19.0
FOOD#QUALITY	0.8871	0.7333	0.8029	0.6707	164.0
FOOD#STYLE_OPTIONS	0.7778	0.3182	0.4516	0.2917	24.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.8387	0.7429	0.7879	0.65	80.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.875	0.5	0.6364	0.4667	15.0
SERVICE#GENERAL	0.8933	0.8933	0.8933	0.8072	83.0
Micro-AVG	0.8706	0.69	0.7699	0.6258	473.0
Macro-AVG	0.8084	0.54	0.6304		473
