	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.7	0.4667	0.56	0.3889	18.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.7368	0.6829	0.7089	0.549	51.0
FOOD:NEGATIVE	0.6389	0.7077	0.6715	0.5055	91.0
FOOD:NEUTRAL	0.8333	0.8333	0.8333	0.7143	14.0
FOOD:POSITIVE	0.8158	0.8304	0.823	0.6992	133.0
PRICE:NEGATIVE	0.8333	0.8696	0.8511	0.7407	27.0
PRICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
PRICE:POSITIVE	0.75	0.6	0.6667	0.5	6.0
GENERAL-IMPRESSION:NEGATIVE	0.7209	0.7949	0.7561	0.6078	51.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.7955	0.7143	0.7527	0.6034	58.0
SERVICE:NEGATIVE	0.7451	0.6909	0.717	0.5588	68.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.8793	0.7612	0.816	0.6892	74.0
Micro-AVG	0.7691	0.7423	0.7555	0.607	598.0
Macro-AVG	0.5966	0.5968	0.5882		598
