	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4615	0.75	0.5714	0.4	30.0
AMBIENCE:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
AMBIENCE:POSITIVE	0.7826	0.8571	0.8182	0.6923	52.0
FOOD:NEGATIVE	0.7722	0.8243	0.7974	0.663	92.0
FOOD:NEUTRAL	0.5294	0.6	0.5625	0.3913	23.0
FOOD:POSITIVE	0.9216	0.7402	0.821	0.6963	135.0
PRICE:NEGATIVE	0.72	0.8182	0.766	0.6207	29.0
PRICE:NEUTRAL	0.6667	1.0	0.8	0.6667	3.0
PRICE:POSITIVE	1.0	0.8	0.8889	0.8	5.0
GENERAL-IMPRESSION:NEGATIVE	0.7391	0.8718	0.8	0.6667	51.0
GENERAL-IMPRESSION:NEUTRAL	0.5	0.3333	0.4	0.25	4.0
GENERAL-IMPRESSION:POSITIVE	0.6338	0.9375	0.7563	0.6081	74.0
SERVICE:NEGATIVE	0.7463	0.8772	0.8065	0.6757	74.0
SERVICE:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
SERVICE:POSITIVE	0.9552	0.8649	0.9078	0.8312	77.0
Micro-AVG	0.766	0.8213	0.7927	0.6565	658.0
Macro-AVG	0.6619	0.8183	0.6988		658
