	precision	recall	f1	accuracy	support
POSITIVE	0.7928	0.7032	0.7453	0.594	335.0
NEUTRAL	0.2	0.1176	0.1481	0.08	25.0
NEGATIVE	0.6754	0.5969	0.6337	0.4639	166.0
Micro-AVG	0.8667	0.7576	0.8085	0.6785	479.0
Macro-AVG	0.5561	0.4726	0.509		479
