	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.549	0.8485	0.6667	0.5	56.0
AMBIENCE#GENERAL:NEUTRAL	0.25	0.3333	0.2857	0.1667	6.0
AMBIENCE#GENERAL:NEGATIVE	0.5833	1.0	0.7368	0.5833	12.0
DRINKS#PRICES:POSITIVE	0.25	0.5	0.3333	0.2	5.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEGATIVE	0.2	1.0	0.3333	0.2	5.0
DRINKS#QUALITY:POSITIVE	0.75	0.4286	0.5455	0.375	8.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.4	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.4286	0.6	0.4286	7.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#PRICES:NEGATIVE	0.2857	0.2222	0.25	0.1429	14.0
FOOD#QUALITY:POSITIVE	0.8966	0.7091	0.7919	0.6555	119.0
FOOD#QUALITY:NEUTRAL	0.3333	0.4	0.3636	0.2222	9.0
FOOD#QUALITY:NEGATIVE	0.9286	0.7429	0.8254	0.7027	37.0
FOOD#STYLE_OPTIONS:POSITIVE	0.3077	0.6154	0.4103	0.2581	31.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.3333	0.2857	0.3077	0.1818	11.0
LOCATION#GENERAL:POSITIVE	0.1667	0.5	0.25	0.1429	14.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	5.0
RESTAURANT#GENERAL:POSITIVE	0.7736	0.7885	0.781	0.6406	64.0
RESTAURANT#GENERAL:NEUTRAL	0.2	1.0	0.3333	0.2	5.0
RESTAURANT#GENERAL:NEGATIVE	0.5909	0.7647	0.6667	0.5	26.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.5	0.1	0.1667	0.0909	11.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#PRICES:POSITIVE	0.8571	1.0	0.9231	0.8571	7.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEGATIVE	0.75	0.8571	0.8	0.6667	9.0
SERVICE#GENERAL:POSITIVE	0.871	0.7941	0.8308	0.7105	38.0
SERVICE#GENERAL:NEUTRAL	0.0417	0.5	0.0769	0.04	25.0
SERVICE#GENERAL:NEGATIVE	0.8286	0.7436	0.7838	0.6444	45.0
Micro-AVG	0.6419	0.6853	0.6629	0.4958	593.0
Macro-AVG	0.4143	0.4545	0.3926		593
