	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5373	0.8372	0.6545	0.4865	74.0
DRINKS#PRICES	0.2	0.6667	0.3077	0.1818	11.0
DRINKS#QUALITY	0.75	0.375	0.5	0.3333	9.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	0.4545	0.3125	0.3704	0.2273	22.0
FOOD#QUALITY	0.876	0.7067	0.7823	0.6424	165.0
FOOD#STYLE_OPTIONS	0.303	0.4545	0.3636	0.2222	45.0
LOCATION#GENERAL	0.1111	0.4	0.1739	0.0952	21.0
RESTAURANT#GENERAL	0.6875	0.7857	0.7333	0.5789	95.0
RESTAURANT#MISCELLANEOUS	0.6	0.1765	0.2727	0.1579	19.0
RESTAURANT#PRICES	0.75	0.8571	0.8	0.6667	18.0
SERVICE#GENERAL	0.6333	0.76	0.6909	0.5278	108.0
Micro-AVG	0.6419	0.6853	0.6629	0.4958	593.0
Macro-AVG	0.5752	0.5693	0.5263		593
