	precision	recall	f1	accuracy	support
AMBIENCE	0.5484	0.8644	0.6711	0.505	101.0
FOOD	0.7831	0.9028	0.8387	0.7222	270.0
GENERAL-IMPRESSION	0.6583	0.8778	0.7524	0.6031	131.0
PRICE	0.84	0.7241	0.7778	0.6364	33.0
SERVICE	0.75	0.8636	0.8028	0.6706	170.0
Micro-AVG	0.7199	0.8745	0.7897	0.6525	705.0
Macro-AVG	0.716	0.8465	0.7686		705
