	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6977	0.6977	0.6977	0.5357	56.0
DRINKS#PRICES	0.3333	0.6667	0.4444	0.2857	7.0
DRINKS#QUALITY	0.6667	0.25	0.3636	0.2222	9.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.24	0.375	0.2927	0.1714	35.0
FOOD#QUALITY	0.7852	0.7067	0.7439	0.5922	179.0
FOOD#STYLE_OPTIONS	0.1667	0.1818	0.1739	0.0952	42.0
LOCATION#GENERAL	0.1818	0.4	0.25	0.1429	14.0
RESTAURANT#GENERAL	0.6429	0.7714	0.7013	0.54	100.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	37.0
RESTAURANT#PRICES	0.5882	0.7143	0.6452	0.4762	21.0
SERVICE#GENERAL	0.8529	0.7733	0.8112	0.6824	85.0
Micro-AVG	0.6318	0.648	0.6398	0.4704	591.0
Macro-AVG	0.5129	0.517	0.4937		591
