	precision	recall	f1	accuracy	support
POSITIVE	0.701	0.7456	0.7226	0.5657	373.0
NEUTRAL	0.1515	0.2941	0.2	0.1111	45.0
NEGATIVE	0.7015	0.7287	0.7148	0.5562	169.0
Micro-AVG	0.6624	0.7226	0.6912	0.5281	587.0
Macro-AVG	0.518	0.5895	0.5458		587
