	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5517	0.8	0.6531	0.4848	66.0
DRINKS#PRICES	0.4286	0.6	0.5	0.3333	9.0
DRINKS#QUALITY	0.625	0.625	0.625	0.4545	11.0
DRINKS#STYLE_OPTIONS	0.5	0.6	0.5455	0.375	8.0
FOOD#PRICES	0.7778	0.5	0.6087	0.4375	16.0
FOOD#QUALITY	0.7628	0.838	0.7987	0.6648	179.0
FOOD#STYLE_OPTIONS	0.2889	0.5909	0.3881	0.2407	54.0
LOCATION#GENERAL	0.1579	0.6	0.25	0.1429	21.0
RESTAURANT#GENERAL	0.3353	0.8028	0.473	0.3098	184.0
RESTAURANT#MISCELLANEOUS	0.125	0.0625	0.0833	0.0435	23.0
RESTAURANT#PRICES	0.6316	0.9231	0.75	0.6	20.0
SERVICE#GENERAL	0.7416	0.88	0.8049	0.6735	98.0
Micro-AVG	0.5404	0.7716	0.6356	0.4659	689.0
Macro-AVG	0.4938	0.6519	0.54		689
