	precision	recall	f1	accuracy	support
AMBIENCE	0.6977	0.5085	0.5882	0.4167	72.0
FOOD	0.8081	0.6435	0.7165	0.5582	249.0
GENERAL-IMPRESSION	0.7396	0.7889	0.7634	0.6174	115.0
PRICE	0.56	0.4828	0.5185	0.35	40.0
SERVICE	0.8036	0.6818	0.7377	0.5844	154.0
Micro-AVG	0.7679	0.654	0.7064	0.546	630.0
Macro-AVG	0.7218	0.6211	0.6649		630
