	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4861	0.7609	0.5932	0.4217	83.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	0.4444	0.5714	0.5	0.3333	12.0
DRINKS#STYLE_OPTIONS	1.0	0.4286	0.6	0.4286	7.0
FOOD#PRICES	0.6842	0.8667	0.7647	0.619	21.0
FOOD#QUALITY	0.7329	0.7181	0.7254	0.5691	188.0
FOOD#STYLE_OPTIONS	0.3514	0.52	0.4194	0.2653	49.0
LOCATION#GENERAL	0.6	0.6	0.6	0.4286	7.0
RESTAURANT#GENERAL	0.75	0.6857	0.7164	0.5581	86.0
RESTAURANT#MISCELLANEOUS	0.5	0.2222	0.3077	0.1818	22.0
RESTAURANT#PRICES	0.7	0.5385	0.6087	0.4375	16.0
SERVICE#GENERAL	0.8939	0.831	0.8613	0.7564	78.0
Micro-AVG	0.6757	0.6946	0.6851	0.521	572.0
Macro-AVG	0.6786	0.6175	0.6247		572
