	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.625	0.9375	0.75	0.6	25.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.6667	0.8571	0.75	0.6	60.0
FOOD:NEGATIVE	0.7531	0.8243	0.7871	0.6489	94.0
FOOD:NEUTRAL	1.0	0.5333	0.6957	0.5333	15.0
FOOD:POSITIVE	0.896	0.8819	0.8889	0.8	140.0
PRICE:NEGATIVE	0.8421	0.7273	0.7805	0.64	25.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	2.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.9143	0.8205	0.8649	0.7619	42.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.3333	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.9048	0.7917	0.8444	0.7308	52.0
SERVICE:NEGATIVE	0.9318	0.7193	0.8119	0.6833	60.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9655	0.7568	0.8485	0.7368	76.0
Micro-AVG	0.8494	0.8042	0.8262	0.7038	601.0
Macro-AVG	0.7666	0.6789	0.7015		601
